time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
7400,2022-02-25 02:57:39,38.6132551343319,114.377484800405,0,,,644.05203045218,0.328084,0,0.76997049708,1.63277236196,13,4,12.431,644.05203045218,0,0,0.79352692828,0,0,0,329.2, 2.8, 0,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.144,4.146,4.142,0,0,0,1.575,71.24,644.05203045218,0,10,Assisted_Takeoff,
7500,2022-02-25 02:57:39,38.6132551530553,114.377484809119,0,,,644.05203045218,0.328084,0,0.77625330568,1.64003942256,14,4,12.431,644.05203045218,0,0,0.79352692828,0,0,0,329.1, 2.5, 0,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.144,4.146,4.142,0,0,0,1.575,71.24,644.05203045218,0,10,Assisted_Takeoff,
7600,2022-02-25 02:57:39,38.6132547849209,114.377484955511,0,,,644.05203045218,0.328084,0,0.63695212012,1.78068903336,14,4,12.431,644.05203045218,0,0,0.79352692828,0,0,0,329, 0, 0,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.144,4.146,4.142,0,0,0,1.575,71.24,644.05203045218,0,10,Assisted_Takeoff,
7700,2022-02-25 02:57:40,38.6132547529594,114.377484989394,0,,,644.05203045218,0.328084,0,0.62403873388,1.79583010996,14,4,12.429,644.05203045218,0,0,0.79352692828,0,0,-0.447388,329, -0.3, 0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,644.05203045218,0,6,P-GPS,"机身存储空间已满，请备份文件后清理存储空间 (Code: 10062)"
7800,2022-02-25 02:57:40,38.6132541170041,114.377484822912,0,,,644.05203045218,0.328084,0,0.40817586608,2.03266410704,14,4,12.429,644.05203045218,0,0,0.79352692828,0,0,-1.11847,329.1, -0.4, 0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,644.05203045218,0,6,P-GPS,
7900,2022-02-25 02:57:40,38.6132540341461,114.377484843794,0.328084,,,644.38011445218,0.328084,0,0.37766405408,2.06347447548,14,4,12.429,644.38011445218,0.328084,0,0.79352692828,0,0,-1.565858,329, 0, 0.1,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,644.38011445218,0.328084,6,P-GPS,
8000,2022-02-25 02:57:40,38.6132533581901,114.377484701196,0.656168,,,644.70819845218,0.984252,0,0.199331699292,2.31342527088,14,4,12.429,644.70819845218,0.656168,0,0.79352692828,0,0,-2.23694,329.1, 0, -0.2,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,644.70819845218,0.656168,6,P-GPS,
8100,2022-02-25 02:57:40,38.6132531862111,114.377484707471,0.984252,,,645.03628245218,1.312336,0,0.171307092096,2.3761975826,14,4,12.429,645.03628245218,0.984252,0,0.79352692828,0,0,-2.908022,328.9, 0, 0,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,645.03628245218,0.984252,6,P-GPS,
8200,2022-02-25 02:57:40,38.613252446893,114.377484549292,1.312336,,,645.36436645218,1.64042,0,0.306311361508,2.64967856248,14,4,12.429,645.36436645218,1.312336,0,0.79352692828,0,0,-3.579104,328.8, -0.6, 0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,645.36436645218,1.312336,6,P-GPS,
8300,2022-02-25 02:57:40,38.6132521764566,114.377484548427,1.968504,,,646.02053445218,2.296588,0,0.38429791256,2.74834654464,14,4,12.429,646.02053445218,1.968504,0,0.79352692828,0,0,-4.250186,328.9, -1.3, 0.5,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,646.02053445218,1.968504,6,P-GPS,
8400,2022-02-25 02:57:40,38.6132518423762,114.37748441219,2.624672,,,646.67670245218,2.952756,0,0.50873361208,2.87627633876,14,4,12.429,646.67670245218,2.624672,0,0.79352692828,0,0,-5.144962,329, -1.2, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,646.67670245218,2.624672,6,P-GPS,"机身存储空间已满，请备份文件后清理存储空间 (Code: 10062)"
8500,2022-02-25 02:57:40,38.6132515457117,114.377484411128,3.608924,,,647.66095445218,3.937008,0,0.60556432384,2.9845145312,14,4,12.429,647.66095445218,3.608924,0,0.79352692828,0,0,-6.039738,329, -1, 0.5,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,647.66095445218,3.608924,6,P-GPS,
8600,2022-02-25 02:57:40,38.6132505890352,114.377484632928,4.92126,,,648.97329045218,4.92126,0,0.91992128928,3.339238952,14,4,12.429,648.97329045218,4.92126,0,0.91992128928,0,0,-7.158208,329, -1.4, 0.6,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.138,4.134,4.125,0,0,0,1.589,71.24,648.97329045218,4.92126,6,P-GPS,
8700,2022-02-25 02:57:40,38.6132502285865,114.377484645266,5.905512,,,649.95754245218,5.905512,0,1.04843179208,3.470800636,13,4,12.036,649.95754245218,5.905512,0,1.04843179208,0,0,-7.82929,329, -1.9, 0.7,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,649.95754245218,5.905512,6,P-GPS,
8800,2022-02-25 02:57:41,38.6132498327535,114.377484472094,7.217848,,,651.26987845218,7.545932,0,1.19947182316,3.6234253128,13,4,12.036,651.26987845218,7.217848,0,1.19947182316,0,0,-8.500372,329, -1.3, 1.1,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,651.26987845218,7.217848,6,P-GPS,
8900,2022-02-25 02:57:41,38.6132494953078,114.377484469392,8.2021,,,652.25413045218,8.858268,0,1.32061684016,3.7465224296,13,4,12.036,652.25413045218,8.2021,0,1.32061684016,0,0,-8.94776,329.3, -0.6, 1.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,652.25413045218,8.2021,6,P-GPS,
9000,2022-02-25 02:57:41,38.6132501108368,114.377484331582,9.186352,,,653.23838245218,10.498688,0,1.10923888064,3.9745080012,13,4,12.036,653.23838245218,9.186352,0,1.32061684016,0,0,-9.171454,329.4, 0.3, 0.9,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,653.23838245218,9.186352,6,P-GPS,
9100,2022-02-25 02:57:41,38.6132498424329,114.377484359735,10.826772,,,654.87880245218,11.811024,0,1.20263127208,4.0727691592,14,4,12.036,654.87880245218,10.826772,0,1.32061684016,0,0,-9.171454,329.4, 1.1, 0.5,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,654.87880245218,10.826772,6,P-GPS,
9200,2022-02-25 02:57:41,38.6132502652859,114.377484450703,12.139108,,,656.19113845218,13.12336,0,1.0464567264,4.2292324188,14,4,12.036,656.19113845218,12.139108,0,1.32061684016,0,0,-9.171454,329.2, 1.6, 0.1,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,656.19113845218,12.139108,6,P-GPS,
9300,2022-02-25 02:57:41,38.6132499650127,114.377484517579,13.779528,,,657.83155845218,14.435696,0,1.14962602104,4.3404200864,13,4,12.036,657.83155845218,13.779528,0,1.32061684016,0,0,-9.171454,329, 1.7, 0,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,657.83155845218,13.779528,6,P-GPS,
9400,2022-02-25 02:57:41,38.6132488765565,114.377484746036,15.091864,,,659.14389445218,16.076116,0,1.53343836928,4.7428479208,13,4,12.036,659.14389445218,15.091864,0,1.53343836928,0,0,-9.171454,328.9, -1.1, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,659.14389445218,15.091864,43,Detour,
9500,2022-02-25 02:57:41,38.61324847389,114.37748484916,16.732284,,,660.78431445218,17.388452,0,1.67723758648,4.8926838836,14,4,12.036,660.78431445218,16.732284,0,1.67723758648,0,0,-9.171454,328.9, -1.9, 0.8,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,660.78431445218,16.732284,43,Detour,
9600,2022-02-25 02:57:41,38.6132489086547,114.37748507304,18.04462,,,662.09665045218,18.700788,0,1.5152067414,5.063648456,14,4,12.036,662.09665045218,18.04462,0,1.67723758648,0,0,-8.94776,329, -1.2, 0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.984,3.981,0,0,0,6.845,71.24,662.09665045218,18.04462,43,Detour,
9700,2022-02-25 02:57:42,38.6132485863253,114.377485170394,19.68504,,,663.73707045218,20.341208,0,1.63192590524,5.1844817932,14,4,11.985,663.73707045218,19.68504,0,1.67723758648,0,0,-8.94776,329.1, -0.6, 0.1,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,663.73707045218,19.68504,43,Detour,
9800,2022-02-25 02:57:42,38.6132477857953,114.377485582214,21.32546,,,665.37749045218,21.653544,0,1.925524996,5.4992783912,14,4,11.985,665.37749045218,21.32546,0,1.925524996,0,0,-8.94776,328.9, -0.9, 0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,665.37749045218,21.32546,43,Detour,
9900,2022-02-25 02:57:42,38.6132474153766,114.377485697636,22.309712,,,666.36174245218,22.96588,0,2.06216213948,5.6383860072,14,4,11.985,666.36174245218,22.309712,0,2.06216213948,0,0,-8.94776,328.9, -1.2, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,666.36174245218,22.309712,43,Detour,
10000,2022-02-25 02:57:42,38.6132471346466,114.377486153257,23.622048,,,667.67407845218,24.278216,0,2.17534783864,5.8037731516,14,4,11.985,667.67407845218,23.622048,0,2.17534783864,0,0,-8.724066,328.9, -1.4, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,667.67407845218,23.622048,43,Detour,
10100,2022-02-25 02:57:42,38.613246784314,114.37748628776,24.934384,,,668.98641445218,25.590552,0,2.30681765912,5.9372377228,14,4,11.985,668.98641445218,24.934384,0,2.30681765912,0,0,-8.724066,329, -1.9, 0,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,668.98641445218,24.934384,43,Detour,
10200,2022-02-25 02:57:42,38.6132465913877,114.377486740663,26.24672,,,670.29875045218,26.574804,0,2.39562999792,6.0842849716,14,4,11.985,670.29875045218,26.24672,0,2.39562999792,0,0,-8.724066,328.9, -2.4, -0.2,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,670.29875045218,26.24672,43,Detour,
10300,2022-02-25 02:57:42,38.6132462733564,114.377486862221,27.559056,,,671.61108645218,28.215224,0,2.51595152408,6.205380776,14,4,11.985,671.61108645218,27.559056,0,2.51595152408,0,0,-8.724066,328.7, -2.8, -0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,671.61108645218,27.559056,43,Detour,
10400,2022-02-25 02:57:42,38.6132461212097,114.377487052693,28.871392,,,672.92342245218,29.52756,0,2.58063656552,6.2830382588,14,4,11.985,672.92342245218,28.871392,0,2.58063656552,0,0,-8.724066,328.7, -3.1, -0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,672.92342245218,28.871392,43,Detour,
10500,2022-02-25 02:57:42,38.613245857998,114.377487109233,30.183728,,,674.23575845218,30.839896,0,2.6779692458,6.38041359,14,4,11.985,674.23575845218,30.183728,0,2.6779692458,0,0,-8.724066,328.6, -2.9, -0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,674.23575845218,30.183728,43,Detour,
10600,2022-02-25 02:57:42,38.6132457126614,114.377487084945,31.496064,,,675.54809445218,32.152232,0,2.72869759388,6.433891282,14,4,11.985,675.54809445218,31.496064,0,2.72869759388,0,0,-8.94776,328.5, -2.5, -0.1,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.013,4.008,4.008,0,0,0,10.042,71.24,675.54809445218,31.496064,43,Detour,
10700,2022-02-25 02:57:43,38.6132454995085,114.377487069201,32.8084,,,676.86043045218,33.464568,0,2.80429799,6.5117784236,14,4,12.028,676.86043045218,32.8084,0,2.80429799,0,0,-8.724066,328.6, -2.2, 0,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,676.86043045218,32.8084,43,Detour,
10800,2022-02-25 02:57:43,38.6132452369937,114.377487025722,34.120736,,,678.17276645218,34.44882,0,2.89639444964,6.6083663532,14,4,12.028,678.17276645218,34.120736,0,2.89639444964,0,0,-8.724066,328.7, -1.9, 0.1,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,678.17276645218,34.120736,43,Detour,
10900,2022-02-25 02:57:43,38.6132450486434,114.377486966925,35.433072,,,679.48510245218,34.44882,0,2.96136164332,6.6791012636,14,4,12.028,679.48510245218,35.433072,0,2.96136164332,0,0,-8.94776,328.7, -1.4, 0.2,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,679.48510245218,35.433072,43,Detour,
11000,2022-02-25 02:57:43,38.6132450350432,114.377486797952,36.745408,,,680.79743845218,34.44882,0,2.9588583624,6.727526462,14,4,12.028,680.79743845218,36.745408,0,2.96136164332,0,0,-8.724066,328.8, -1, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,680.79743845218,36.745408,43,Detour,
11100,2022-02-25 02:57:43,38.6132448715993,114.377486715439,38.057744,,,682.10977445218,34.44882,0,3.01459327232,6.7916340756,14,4,12.028,682.10977445218,38.057744,0,3.01459327232,0,0,-8.724066,328.8, -0.7, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,682.10977445218,38.057744,43,Detour,
11200,2022-02-25 02:57:43,38.6132448500481,114.377486750986,39.37008,,,683.42211045218,34.44882,0,3.0237697818,6.80446216,14,4,12.028,683.42211045218,39.37008,0,3.0237697818,0,0,-8.724066,328.9, -0.5, 0.5,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,683.42211045218,39.37008,43,Detour,
11300,2022-02-25 02:57:43,38.6132446973152,114.377486688496,40.682416,,,684.73444645218,34.44882,0,3.07660114832,6.8629595372,14,4,12.028,684.73444645218,40.682416,0,3.07660114832,0,0,-8.724066,328.9, -0.3, 0.5,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,684.73444645218,40.682416,43,Detour,
11400,2022-02-25 02:57:43,38.6132448775845,114.377486514895,41.666668,,,685.71869845218,34.44882,0,3.00522975496,6.9452758128,14,4,12.028,685.71869845218,41.666668,0,3.07660114832,0,0,-8.724066,328.9, -0.2, 0.5,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,685.71869845218,41.666668,43,Detour,
11500,2022-02-25 02:57:43,38.6132447432396,114.377486458432,42.979004,,,687.03103445218,34.44882,0,3.05210967772,6.9968506176,14,4,12.028,687.03103445218,42.979004,0,3.07660114832,0,0,-8.724066,328.9, -0.2, 0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,687.03103445218,42.979004,43,Detour,
11600,2022-02-25 02:57:43,38.6132449920629,114.377486341208,44.29134,,,688.34337045218,34.44882,0,2.95830390044,7.0936025892,14,4,12.028,688.34337045218,44.29134,0,3.07660114832,0,0,-8.724066,328.9, -0.2, 0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.011,4.004,4.002,0,0,0,7.817,71.42,688.34337045218,44.29134,43,Detour,
11700,2022-02-25 02:57:44,38.6132448813555,114.37748629632,45.603676,,,689.65570645218,34.44882,0,2.99723106704,7.1359582336,14,4,12.009,689.65570645218,45.603676,0,3.07660114832,0,0,-8.724066,328.8, -0.2, 0.2,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,689.65570645218,45.603676,43,Detour,
11800,2022-02-25 02:57:44,38.6132447533478,114.377486172829,46.916012,,,690.96804245218,34.44882,0,3.04059064848,7.1944556108,14,4,12.009,690.96804245218,46.916012,0,3.07660114832,0,0,-8.724066,328.8, -0.2, 0.2,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,690.96804245218,46.916012,43,Detour,
11900,2022-02-25 02:57:44,38.6132446296445,114.377486131005,48.228348,,,692.28037845218,34.44882,0,3.08461624044,7.241141964,13,4,12.009,692.28037845218,48.228348,0,3.08461624044,0,0,-8.724066,328.8, -0.2, 0.2,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,692.28037845218,48.228348,43,Detour,
12000,2022-02-25 02:57:44,38.6132446731012,114.377485985455,49.540684,,,693.59271445218,34.44882,0,3.0658301506,7.2855645376,13,4,12.009,693.59271445218,49.540684,0,3.08461624044,0,0,-8.724066,328.8, -0.2, 0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,693.59271445218,49.540684,43,Detour,
12100,2022-02-25 02:57:44,38.6132445562405,114.377485944294,50.85302,,,694.90505045218,34.44882,0,3.10764773724,7.3297902608,13,4,12.009,694.90505045218,50.85302,0,3.10764773724,0,0,-8.724066,328.8, -0.1, 0.3,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,694.90505045218,50.85302,43,Detour,
12200,2022-02-25 02:57:44,38.6132447528739,114.377485618335,52.165356,,,696.21738645218,34.44882,0,3.0317094146,7.447178716,13,4,12.009,696.21738645218,52.165356,0,3.10764773724,0,0,-8.724066,328.9, 0, 0.5,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,696.21738645218,52.165356,43,Detour,
12300,2022-02-25 02:57:44,38.613244660287,114.377485563563,53.477692,,,697.52972245218,34.44882,0,3.06503290648,7.4843834416,13,5,12.009,697.52972245218,53.477692,0,3.10764773724,0,0,-8.724066,328.9, 0, 0.6,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,697.52972245218,53.477692,43,Detour,
12400,2022-02-25 02:57:44,38.613244516271,114.377485110123,54.790028,,,698.84205845218,34.44882,0,3.11695219948,7.6239503752,13,5,12.009,698.84205845218,54.790028,0,3.11695219948,0,0,-8.724066,328.9, 0, 0.8,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,698.84205845218,54.790028,43,Detour,
12500,2022-02-25 02:57:44,38.6132444162283,114.377485036917,56.102364,,,700.15439445218,34.44882,0,3.15384852612,7.6659779356,13,5,12.009,700.15439445218,56.102364,0,3.15384852612,0,0,-8.724066,329, 0, 0.9,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,700.15439445218,56.102364,43,Detour,
12600,2022-02-25 02:57:44,38.6132444532925,114.377484802585,57.4147,,,701.46673045218,34.44882,0,3.14254931316,7.7341537908,13,5,12.009,701.46673045218,57.4147,0,3.15384852612,0,0,-8.724066,329.1, 0, 0.9,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4.006,4,3.998,0,0,0,8.047,71.42,701.46673045218,57.4147,43,Detour,
12700,2022-02-25 02:57:45,38.6132443680111,114.377484734998,58.727036,,,702.77906645218,34.44882,0,3.17452766064,7.7707351568,13,5,11.989,702.77906645218,58.727036,0,3.17452766064,0,0,-8.724066,329.1, 0, 0.9,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,702.77906645218,58.727036,43,Detour,
12800,2022-02-25 02:57:45,38.6132443994453,114.37748466942,60.039372,,,704.09140245218,34.44882,0,3.16405521936,7.7926839764,13,5,11.989,704.09140245218,60.039372,0,3.17452766064,0,0,-8.724066,329.1, 0, 0.8,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,704.09140245218,60.039372,43,Detour,
12900,2022-02-25 02:57:45,38.6132443298921,114.377484620774,61.351708,,,705.40373845218,34.44882,0,3.19018710996,7.8215881768,13,5,11.989,705.40373845218,61.351708,0,3.19018710996,0,0,-8.724066,329.1, 0, 0.9,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,705.40373845218,61.351708,43,Detour,
13000,2022-02-25 02:57:45,38.6132441958639,114.377484683721,62.664044,,,706.71607445218,34.44882,0,3.23800207212,7.873687916,13,5,11.989,706.71607445218,62.664044,0,3.23800207212,0,0,-8.724066,329.2, 0, 0.9,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,706.71607445218,62.664044,43,Detour,
13100,2022-02-25 02:57:45,38.6132441282855,114.3774846646,63.648296,,,707.70032645218,34.44882,0,3.26291349024,7.8989175756,14,5,11.989,707.70032645218,63.648296,0,3.26291349024,0,0,-8.724066,329.2, -0.1, 0.9,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,707.70032645218,63.648296,43,Detour,
13200,2022-02-25 02:57:45,38.6132441526483,114.377484515536,64.960632,,,709.01266245218,34.44882,0,3.2566274008,7.9423558972,14,5,11.989,709.01266245218,64.960632,0,3.26291349024,0,0,-8.94776,329.2, 0, 0.8,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,709.01266245218,64.960632,43,Detour,
13300,2022-02-25 02:57:45,38.613244103603,114.377484505406,66.272968,,,710.32499845218,34.44882,0,3.27467530164,7.960466134,13,5,11.989,710.32499845218,66.272968,0,3.27467530164,0,0,-8.724066,329.2, -0.1, 0.8,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,710.32499845218,66.272968,43,Detour,
13400,2022-02-25 02:57:45,38.6132436372926,114.377484647862,67.585304,,,711.63733445218,34.44882,0,3.4420604776,8.1354005228,13,5,11.989,711.63733445218,67.585304,0,3.4420604776,0,0,-8.724066,329.1, -0.2, 0.7,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,711.63733445218,67.585304,43,Detour,
13500,2022-02-25 02:57:45,38.6132435580691,114.37748466683,68.89764,,,712.94967045218,34.44882,0,3.470636594,8.1647968492,13,5,11.989,712.94967045218,68.89764,0,3.470636594,0,0,-8.724066,329.1, -0.3, 0.7,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,712.94967045218,68.89764,43,Detour,
13600,2022-02-25 02:57:45,38.6132431405873,114.377483956752,70.209976,,,714.26200645218,34.44882,0,3.6382547096,8.418143314,13,5,11.989,714.26200645218,70.209976,0,3.6382547096,0,0,-8.724066,329.1, -0.3, 0.6,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,4,3.994,3.993,0,0,0,8.092,71.42,714.26200645218,70.209976,43,Detour,
13700,2022-02-25 02:57:46,38.6132430355685,114.377483917912,71.522312,,,715.57434245218,34.44882,0,3.6775263644,8.45800552,14,5,11.973,715.57434245218,71.522312,0,3.6775263644,0,0,-8.724066,329.1, -0.4, 0.6,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.99,3.988,0,0,0,8.159,71.42,715.57434245218,71.522312,43,Detour,
13800,2022-02-25 02:57:46,38.613242798004,114.377484033583,72.834648,,,716.88667845218,34.44882,0,3.7604331912,8.5507548668,14,5,11.973,716.88667845218,72.834648,0,3.7604331912,0,0,-8.724066,329, -0.5, 0.7,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.99,3.988,0,0,0,8.159,71.42,716.88667845218,72.834648,43,Detour,
13900,2022-02-25 02:57:46,38.6132426904449,114.377484009687,74.146984,,,718.19901445218,34.44882,0,3.8001641636,8.5905842644,14,5,11.973,718.19901445218,74.146984,0,3.8001641636,0,0,-8.724066,329.1, -0.5, 0.6,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.99,3.988,0,0,0,8.159,71.42,718.19901445218,74.146984,43,Detour,
14000,2022-02-25 02:57:46,38.6132423313795,114.377484081601,75.45932,,,719.51135045218,34.44882,0,3.9287402832,8.7231630088,14,5,11.973,719.51135045218,75.45932,0,3.9287402832,0,0,-8.724066,329.1, -0.5, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.99,3.988,0,0,0,8.159,71.42,719.51135045218,75.45932,43,Detour,
14100,2022-02-25 02:57:46,38.6132422101262,114.377484061305,76.771656,,,720.82368645218,34.44882,0,3.9732940904,8.7677824328,14,5,11.973,720.82368645218,76.771656,0,3.9732940904,0,0,-8.724066,329, -0.5, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.99,3.988,0,0,0,8.159,71.42,720.82368645218,76.771656,43,Detour,
14200,2022-02-25 02:57:46,38.61324204247,114.377484249981,78.083992,,,722.13602245218,34.44882,0,4.0299541972,8.84924569,14,5,11.973,722.13602245218,78.083992,0,4.0299541972,0,0,-8.724066,329, -0.4, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.99,3.988,0,0,0,8.159,71.42,722.13602245218,78.083992,43,Detour,
14300,2022-02-25 02:57:46,38.6132419204634,114.377484237399,79.396328,,,723.44835845218,34.44882,0,4.0746064296,8.8938979224,14,5,11.973,723.44835845218,79.396328,0,4.0746064296,0,0,-8.724066,328.9, -0.4, 0.4,0,0,1024,1024,1684,1024,0,0,100,0,333,0,84,3.996,3.99,3.988,0,0,0,8.159,71.42,723.44835845218,79.396328,43,Detour,
