time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
195300,2022-02-25 03:00:47,38.6010086110083,114.365771241945,618.110256,,,1262.1622864522,34.44882,1.2079476,5577.7888924,7584.7443372,17,5,11.55,1265.4431264522,621.391096,43.3071584,5680.0526752,-0.447388,1.11847,-0.223694,34.4, 2.6, -8.7,0,0,942,1024,1024,1024,-12,0,0,0,44.7,-23.9,66,3.842,3.848,3.835,0,0,0,6.272,92.66,1262.1622864522,618.110256,31,Sport,
195400,2022-02-25 03:00:47,38.6010084498168,114.365771495251,618.110256,,,1262.1622864522,34.44882,0.7158208,5577.7888924,7584.8427624,17,5,11.55,1265.4431264522,621.391096,43.3071584,5680.0526752,-0.223694,0.671082,-0.223694,34.6, 2.3, -6.1,0,0,725,1024,1024,1024,-45,0,0,0,44.7,-23.9,66,3.842,3.848,3.835,0,0,0,6.272,92.66,1262.1622864522,618.110256,31,Sport,
195500,2022-02-25 03:00:47,38.6010082436672,114.365771917659,618.110256,,,1262.1622864522,34.44882,0.447388,5577.756084,7585.0068044,17,5,11.55,1265.4431264522,621.391096,43.3071584,5680.0526752,0,0.447388,0,34.6, 3.1, -4.1,0,0,470,1024,1024,1024,-84,0,0,0,44.7,-23.9,66,3.842,3.848,3.835,0,0,0,6.272,92.66,1262.1622864522,618.110256,31,Sport,
195600,2022-02-25 03:00:47,38.6010085693396,114.365771214584,618.110256,,,1262.1622864522,34.44882,0.223694,5577.7888924,7585.2364632,17,5,11.55,1265.4431264522,621.391096,43.3071584,5680.0526752,0,0.223694,0,34.5, 8.2, -2.6,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.842,3.848,3.835,0,0,0,6.272,92.66,1262.1622864522,618.110256,31,Sport,
195700,2022-02-25 03:00:48,38.6010083829279,114.365771340185,617.782172,,,1261.8342024522,34.44882,0.223694,5577.8217008,7585.30208,17,5,11.55,1265.4431264522,621.391096,43.3071584,5680.0526752,-0.223694,0,0,34.3, 19.9, -1.7,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.842,3.848,3.835,0,0,0,6.272,92.66,1261.8342024522,617.782172,31,Sport,
195800,2022-02-25 03:00:48,38.6010086208773,114.365770091211,617.782172,,,1261.8342024522,34.44882,1.006623,5577.9857428,7585.6629724,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-0.894776,-0.447388,0,34.4, 33.2, -0.5,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.8342024522,617.782172,31,Sport,
195900,2022-02-25 03:00:48,38.6010079344434,114.365769538999,617.782172,,,1261.8342024522,34.44882,2.23694,5578.2810184,7585.958248,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-1.789552,-1.342164,0,34.8, 34.4, 0.4,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.8342024522,617.782172,31,Sport,
196000,2022-02-25 03:00:48,38.6010075890337,114.365767410831,617.782172,,,1261.8342024522,34.44882,3.8475368,5578.740336,7586.5816076,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-3.131716,-2.23694,0,34.9, 34.1, 0.9,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.8342024522,617.782172,31,Sport,
196100,2022-02-25 03:00:48,38.6010060308505,114.365765925395,617.454088,,,1261.5061184522,34.44882,5.1002232,5579.4293124,7587.3033924,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-4.026492,-3.131716,0,35.1, 33.9, 1.2,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.5061184522,617.454088,31,Sport,
196200,2022-02-25 03:00:48,38.6010048180774,114.36576347586,617.454088,,,1261.5061184522,34.44882,6.3976484,5580.216714,7588.1236024,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-5.144962,-3.802798,0,35.1, 33.7, 1.2,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.5061184522,617.454088,31,Sport,
196300,2022-02-25 03:00:48,38.601002478061,114.365761198235,617.454088,,,1261.5061184522,34.44882,7.6503348,5581.2993912,7589.2062796,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-6.039738,-4.697574,0,35.2, 33.8, 1.4,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.5061184522,617.454088,31,Sport,
196400,2022-02-25 03:00:48,38.6010006271015,114.365758237882,617.782172,,,1261.8342024522,34.44882,8.6345884,5582.3164516,7590.2561484,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-6.934514,-5.144962,0,35.3, 33.8, 1.9,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.8342024522,617.782172,31,Sport,
196500,2022-02-25 03:00:48,38.6009975831064,114.365755270512,617.782172,,,1261.8342024522,34.44882,9.7530584,5583.7272128,7591.6669096,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-7.82929,-5.816044,0,35.3, 34, 1.8,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.8342024522,617.782172,31,Sport,
196600,2022-02-25 03:00:48,38.6009948724594,114.365751624625,617.782172,,,1261.8342024522,34.44882,10.8715284,5585.137974,7593.1104792,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-8.724066,-6.487126,0,35.3, 34.2, 1.6,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.8342024522,617.782172,31,Sport,
196700,2022-02-25 03:00:49,38.600991154092,114.365748018734,617.782172,,,1261.8342024522,34.44882,11.855782,5586.8440108,7594.816516,17,5,11.506,1265.4431264522,621.391096,43.3071584,5680.0526752,-9.618842,-6.934514,0,35.3, 34.1, 1.4,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.849,3.854,3.842,0,0,0,8.705,92.66,1261.8342024522,617.782172,31,Sport,
196800,2022-02-25 03:00:49,38.6009875037101,114.36574403464,617.782172,,,1261.8342024522,34.44882,12.7952968,5588.582856,7596.5553612,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-10.289924,-7.605596,0,35.2, 34.1, 1.2,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1261.8342024522,617.782172,31,Sport,
196900,2022-02-25 03:00:49,38.6009831285152,114.365739830924,617.782172,,,1261.8342024522,34.44882,12.7952968,5590.5841684,7598.5566736,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-11.1847,-8.052984,0,35.2, 34.2, 1,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1261.8342024522,617.782172,31,Sport,
197000,2022-02-25 03:00:49,38.6009786162528,114.365735098146,618.110256,,,1262.1622864522,34.44882,14.7190652,5592.7167144,7600.6892196,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-11.855782,-8.724066,0,35.2, 34.2, 1.1,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1262.1622864522,618.110256,31,Sport,
197100,2022-02-25 03:00:49,38.6009736127403,114.365730312041,618.110256,,,1262.1622864522,34.44882,15.7033188,5594.980494,7602.9529992,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-12.750558,-9.171454,0,35.1, 34.1, 0.9,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1262.1622864522,618.110256,31,Sport,
197200,2022-02-25 03:00:49,38.6009683493478,114.365725394022,618.110256,,,1262.1622864522,34.44882,16.5086172,5597.3755072,7605.3480124,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-13.42164,-9.618842,0,35.1, 34.1, 0.6,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1262.1622864522,618.110256,31,Sport,
197300,2022-02-25 03:00:49,38.6009627646691,114.365720099906,618.43834,,,1262.4903704522,34.44882,17.3139156,5599.901754,7607.8742592,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-14.092722,-10.06623,0,35.1, 34.2, 0.6,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1262.4903704522,618.43834,31,Sport,
197400,2022-02-25 03:00:49,38.6009568532214,114.365714626161,618.43834,,,1262.4903704522,34.44882,18.119214,5602.5592344,7610.5317396,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-14.763804,-10.513618,0,35, 34.1, 0.5,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1262.4903704522,618.43834,31,Sport,
197500,2022-02-25 03:00:49,38.6009507268518,114.365708861925,618.43834,,,1262.4903704522,34.44882,18.9245124,5605.3479484,7613.3204536,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-15.434886,-10.961006,0,35, 34.2, 0.3,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1262.4903704522,618.43834,31,Sport,
197600,2022-02-25 03:00:49,38.6009442298517,114.365702892098,618.43834,,,1262.4903704522,34.44882,19.7298108,5608.267896,7616.2404012,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-16.105968,-11.408394,0,35, 34.5, 0.1,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1262.4903704522,618.43834,31,Sport,
197700,2022-02-25 03:00:50,38.6009376210044,114.365696682299,618.43834,,,1262.4903704522,34.44882,20.5351092,5611.2534604,7619.2259656,17,5,11.484,1265.4431264522,621.391096,43.3071584,5680.0526752,-16.77705,-11.855782,0,35, 34.5, 0,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,66,3.828,3.832,3.819,0,0,0,8.324,92.66,1262.4903704522,618.43834,31,Sport,
197800,2022-02-25 03:00:50,38.6009304485355,114.365690431804,618.43834,,,1262.4903704522,34.44882,21.1614524,5614.4030668,7622.375572,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-17.224438,-12.30317,0,35, 34.5, 0.1,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.4903704522,618.43834,31,Sport,
197900,2022-02-25 03:00:50,38.6009233637898,114.365683799598,618.43834,,,1262.4903704522,34.44882,21.9667508,5617.61829,7625.5907952,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-17.89552,-12.750558,0,35, 34.5, 0.3,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.4903704522,618.43834,31,Sport,
198000,2022-02-25 03:00:50,38.6009152033382,114.365676679028,618.43834,,,1262.4903704522,34.44882,22.4588776,5621.227214,7629.1997192,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-18.342908,-12.974252,0,35, 34.6, 0.4,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.4903704522,618.43834,31,Sport,
198100,2022-02-25 03:00:50,38.6009076284391,114.365669635643,618.43834,,,1262.4903704522,34.44882,23.264176,5624.6392876,7632.6117928,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-19.01399,-13.42164,0,34.9, 34.6, 0.4,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.4903704522,618.43834,31,Sport,
198200,2022-02-25 03:00:50,38.6009000831465,114.365663117108,618.43834,,,1262.4903704522,34.44882,23.7786722,5627.952936,7635.9254412,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-19.461378,-13.645334,0,34.9, 34.6, 0.3,0,0,364,1024,1017,1024,-100,0,-1,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.4903704522,618.43834,31,Sport,
198300,2022-02-25 03:00:50,38.6008921222652,114.365655781826,618.110256,,,1262.1622864522,34.44882,24.5839706,5631.5290516,7639.5015568,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-20.13246,-14.092722,0,34.9, 34.7, 0,0,0,364,1024,1002,1024,-100,0,-3,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.1622864522,618.110256,31,Sport,
198400,2022-02-25 03:00:50,38.6008836350446,114.365648400234,618.43834,,,1262.4903704522,34.44882,25.0760974,5635.2692092,7643.2417144,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-20.579848,-14.316416,0,34.8, 34.6, -0.3,0,0,364,1024,1001,1024,-100,0,-3,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.4903704522,618.43834,31,Sport,
198500,2022-02-25 03:00:50,38.6008752870847,114.365640726746,618.43834,,,1262.4903704522,34.44882,25.0760974,5639.0093668,7647.0146804,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-21.027236,-14.763804,0,34.9, 34.4, -0.3,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.4903704522,618.43834,31,Sport,
198600,2022-02-25 03:00:50,38.6008663908546,114.365632863807,618.43834,,,1262.4903704522,34.44882,25.9932428,5642.9463748,7650.9516884,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-21.25093,-14.987498,0,34.8, 34.4, 0,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.4903704522,618.43834,31,Sport,
198700,2022-02-25 03:00:50,38.6008577117394,114.365624849306,618.43834,,,1262.4903704522,34.44882,26.619586,5646.8505744,7654.855888,17,5,11.459,1265.4431264522,621.391096,43.3071584,5680.0526752,-21.698318,-15.434886,0,35, 34.7, 0.8,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.822,3.827,3.811,0,0,0,10.121,92.66,1262.4903704522,618.43834,31,Sport,
198800,2022-02-25 03:00:51,38.6008486005875,114.365616867082,618.766424,,,1262.8184544522,34.44882,26.9327576,5650.8860076,7658.8913212,17,5,11.431,1265.4431264522,621.391096,43.3071584,5680.0526752,-21.922012,-15.65858,0,35, 34.7, 0.9,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
198900,2022-02-25 03:00:51,38.6008396319857,114.365608616819,618.766424,,,1262.8184544522,34.44882,27.4248844,5654.9214408,7662.9267544,17,5,11.431,1265.4431264522,621.391096,43.3071584,5680.0526752,-22.3694,-15.882274,0,35.1, 34.7, 0.9,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
199000,2022-02-25 03:00:51,38.600830267533,114.365600353926,618.766424,,,1262.8184544522,34.44882,27.738056,5659.0552992,7667.0606128,17,5,11.431,1265.4431264522,621.391096,43.3071584,5680.0526752,-22.593094,-16.105968,0,35.1, 34.6, 0.8,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
199100,2022-02-25 03:00:51,38.6008210193135,114.365591884741,618.766424,,,1262.8184544522,34.44882,28.2301828,5663.221966,7671.2272796,17,5,11.431,1265.4431264522,621.391096,43.3071584,5680.0526752,-23.040482,-16.329662,0,35, 34.9, 0.8,0,0,364,1024,1024,1024,-100,0,0,0,44.7,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
199200,2022-02-25 03:00:51,38.6008114147185,114.365583266802,618.766424,,,1262.8184544522,34.44882,28.5433544,5667.487058,7675.4923716,17,5,11.431,1265.4431264522,621.391096,43.3071584,5680.0526752,-23.264176,-16.553356,0.223694,35.1, 34.8, 0.7,0,0,364,1024,1024,941,-100,0,0,-13,44.7,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
199300,2022-02-25 03:00:51,38.6008019384186,114.365574592729,618.766424,,,1262.8184544522,34.44882,28.5433544,5671.75215,7679.7574636,17,5,11.431,1265.4431264522,621.391096,43.3071584,5680.0526752,-23.48787,-16.77705,0.223694,35.5, 34.8, 2.2,0,0,364,1024,1024,949,-100,0,0,-11,44.6,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
199400,2022-02-25 03:00:51,38.6007920520128,114.365565901815,618.766424,,,1262.8184544522,34.44882,29.2368058,5676.1156672,7684.1209808,17,5,11.431,1265.4431264522,621.391096,43.3071584,5680.0526752,-23.935258,-16.77705,0.223694,35.6, 34.5, 3.4,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
199500,2022-02-25 03:00:51,38.6007823246052,114.365557095827,618.766424,,,1262.8184544522,34.44882,29.5499774,5680.4791844,7688.4516896,17,5,11.431,1265.4431264522,621.391096,43.3071584,5680.4791844,-24.158952,-17.000744,0.223694,35, 34.6, 2.1,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
199600,2022-02-25 03:00:51,38.6007722419187,114.365548208445,618.766424,,,1262.8184544522,34.44882,29.7289326,5684.9411268,7692.9464404,17,5,11.431,1265.4431264522,621.391096,43.3071584,5684.9411268,-24.382646,-17.000744,0.223694,34.8, 34.7, 1.3,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
199700,2022-02-25 03:00:51,38.6007622908169,114.36553927335,618.766424,,,1262.8184544522,34.44882,30.0421042,5689.3702608,7697.3755744,17,5,11.431,1265.4431264522,621.391096,43.3071584,5689.3702608,-24.60634,-17.224438,0.223694,34.8, 34.5, 1.3,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.808,3.812,3.798,0,0,0,10.728,92.66,1262.8184544522,618.766424,31,Sport,
199800,2022-02-25 03:00:52,38.6007522443162,114.365530181079,618.766424,,,1262.8184544522,34.44882,30.3552758,5693.8322032,7701.8703252,17,5,11.423,1265.4431264522,621.391096,43.3071584,5693.8322032,-24.830034,-17.448132,0,34.7, 34.7, 1,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1262.8184544522,618.766424,31,Sport,
199900,2022-02-25 03:00:52,38.6007421188646,114.365521090212,618.766424,,,1262.8184544522,34.44882,30.534231,5698.3597624,7706.365076,17,5,11.423,1265.4431264522,621.391096,43.3071584,5698.3597624,-25.053728,-17.448132,0.223694,34.7, 34.8, 0.8,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1262.8184544522,618.766424,31,Sport,
200000,2022-02-25 03:00:52,38.600732610765,114.365512639271,619.094508,,,1263.1465384522,34.44882,30.8474026,5702.592046,7710.5973596,17,5,11.423,1265.4431264522,621.391096,43.3071584,5702.592046,-25.277422,-17.671826,0.223694,34.8, 34.8, 1.2,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1263.1465384522,619.094508,31,Sport,
200100,2022-02-25 03:00:52,38.6007224030729,114.36550348385,619.094508,,,1263.1465384522,34.44882,31.1605742,5707.1196052,7715.1577272,17,5,11.423,1265.4431264522,621.391096,43.3071584,5707.1196052,-25.501116,-17.89552,0.223694,34.8, 34.7, 0.9,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1263.1465384522,619.094508,31,Sport,
200200,2022-02-25 03:00:52,38.6007120199343,114.365494078634,619.094508,,,1263.1465384522,34.44882,31.1605742,5711.778398,7719.7837116,17,5,11.423,1265.4431264522,621.391096,43.3071584,5711.778398,-25.501116,-17.89552,0.223694,34.8, 34.6, 1,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1263.1465384522,619.094508,31,Sport,
200300,2022-02-25 03:00:52,38.6007016696919,114.365484773055,619.094508,,,1263.1465384522,34.44882,31.4737458,5716.371574,7724.409696,17,5,11.423,1265.4431264522,621.391096,43.3071584,5716.371574,-25.72481,-18.119214,0,34.7, 34.8, 1.3,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1263.1465384522,619.094508,31,Sport,
200400,2022-02-25 03:00:52,38.6006902492264,114.365474541269,619.094508,,,1263.1465384522,34.44882,31.652701,5721.456876,7729.494998,17,5,11.423,1265.4431264522,621.391096,43.3071584,5721.456876,-25.948504,-18.119214,0.223694,34.9, 34.9, 2,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1263.1465384522,619.094508,31,Sport,
200500,2022-02-25 03:00:52,38.6006797016067,114.365465079919,619.094508,,,1263.1465384522,34.44882,31.652701,5726.1484772,7734.1865992,17,5,11.423,1265.4431264522,621.391096,43.3071584,5726.1484772,-25.948504,-18.119214,0.223694,34.9, 34.8, 1.4,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1263.1465384522,619.094508,31,Sport,
200600,2022-02-25 03:00:52,38.600669096967,114.365455685929,619.094508,,,1263.1465384522,34.44882,31.9658726,5730.8728868,7738.8782004,17,5,11.423,1265.4431264522,621.391096,43.3071584,5730.8728868,-26.172198,-18.342908,0.223694,34.8, 34.7, 0.9,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1263.1465384522,619.094508,31,Sport,
200700,2022-02-25 03:00:53,38.6006584396934,114.365446141781,619.094508,,,1263.1465384522,34.44882,31.9658726,5735.5972964,7743.6354184,17,5,11.423,1265.4431264522,621.391096,43.3071584,5735.5972964,-26.172198,-18.342908,0.223694,34.8, 34.8, 0.8,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.803,3.808,3.791,0,0,0,11.679,92.84,1263.1465384522,619.094508,31,Sport,
200800,2022-02-25 03:00:53,38.6006486267557,114.36543730071,619.094508,,,1263.1465384522,34.44882,32.2790442,5739.993622,7748.031744,17,5,11.377,1265.4431264522,621.391096,43.3071584,5739.993622,-26.395892,-18.566602,0.223694,34.8, 34.9, 0.8,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.795,3.799,3.782,0,0,0,12.626,92.84,1263.1465384522,619.094508,31,Sport,
200900,2022-02-25 03:00:53,38.6006379519374,114.365427734109,619.094508,,,1263.1465384522,34.44882,32.2790442,5744.75084,7752.7561536,17,5,11.377,1265.4431264522,621.391096,43.3071584,5744.75084,-26.395892,-18.566602,0.223694,34.8, 34.8, 1.1,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.795,3.799,3.782,0,0,0,12.626,92.84,1263.1465384522,619.094508,31,Sport,
201000,2022-02-25 03:00:53,38.600626960219,114.365418039803,619.094508,,,1263.1465384522,34.44882,32.4579994,5749.6064832,7757.6446052,17,5,11.377,1265.4431264522,621.391096,43.3071584,5749.6064832,-26.619586,-18.566602,0.223694,34.8, 34.8, 1.2,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.795,3.799,3.782,0,0,0,12.626,92.84,1263.1465384522,619.094508,31,Sport,
201100,2022-02-25 03:00:53,38.6006161636848,114.365408394615,619.094508,,,1263.1465384522,34.44882,32.771171,5754.3965096,7762.4346316,17,5,11.377,1265.4431264522,621.391096,43.3071584,5754.3965096,-26.84328,-18.790296,0.223694,34.7, 34.7, 1.2,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.795,3.799,3.782,0,0,0,12.626,92.84,1263.1465384522,619.094508,31,Sport,
201200,2022-02-25 03:00:53,38.6006044690842,114.365397898999,619.094508,,,1263.1465384522,34.44882,32.771171,5759.6130452,7767.6511672,17,5,11.377,1265.4431264522,621.391096,43.3071584,5759.6130452,-26.84328,-18.790296,0.223694,34.8, 34.7, 1.2,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.795,3.799,3.782,0,0,0,12.626,92.84,1263.1465384522,619.094508,31,Sport,
201300,2022-02-25 03:00:53,38.6005935113586,114.365388117686,619.094508,,,1263.1465384522,34.44882,32.771171,5764.5014968,7772.5396188,17,5,11.377,1265.4431264522,621.391096,43.3071584,5764.5014968,-26.84328,-18.790296,0,34.7, 34.5, 1,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.795,3.799,3.782,0,0,0,12.626,92.84,1263.1465384522,619.094508,31,Sport,
201400,2022-02-25 03:00:53,38.6005825240263,114.365378511792,619.094508,,,1263.1465384522,34.44882,32.9501262,5769.3243316,7777.395262,17,5,11.377,1265.4431264522,621.391096,43.3071584,5769.3243316,-27.066974,-18.790296,0,34.7, 34.7, 1.2,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.795,3.799,3.782,0,0,0,12.626,92.84,1263.1465384522,619.094508,31,Sport,
201500,2022-02-25 03:00:53,38.6005715147632,114.365368715042,619.094508,,,1263.1465384522,34.44882,32.9501262,5774.2127832,7782.2837136,17,5,11.377,1265.4431264522,621.391096,43.3071584,5774.2127832,-27.066974,-18.790296,0,34.7, 34.3, 1,0,0,364,1024,1024,1024,-100,0,0,0,44.4,-23.9,65,3.795,3.799,3.782,0,0,0,12.626,92.84,1263.1465384522,619.094508,31,Sport,
